_id,userId,chatty_score,safety_score,punctuality_score,friendliness_score,comfortibility_score,ratings_got_dict,UTT,max_rating_with_variance,got_feedback_classifier,got_feedback_classifier_int,trip_nbr,trip_got_class,time_stamp,most_frequent
64e88b074b6b0cea4cd25853,5482,3.5,3.4,3.3,3.0,2.7,"{'chatty_score': 7.48, 'safety_score': 6.24, 'punctuality_score': 3.42, 'friendliness_score': 11.32, 'comfortibility_score': 5.609999999999999}",10,11.32,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-26 11:13:38.727,4
64e88b524b6b0cea4cd2599e,5813,3.5,3.5,2.5,3.0,3.5,"{'chatty_score': 4.8, 'safety_score': 4.93, 'punctuality_score': 2.69, 'friendliness_score': 9.139999999999999, 'comfortibility_score': 3.38}",15,9.139999999999999,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-26 11:13:39.454,4
64e8a23da2cae17a1e27272a,114626,3.0,2.2,2.7,3.7,3.0,"{'chatty_score': 64.03, 'safety_score': 79.86000000000003, 'punctuality_score': 62.24, 'friendliness_score': 68.13000000000002, 'comfortibility_score': 82.24999999999999}",25,82.24999999999999,comfortibility_score,5,16,"{'1': 'friendliness_score', '2': 'comfortibility_score', '3': 'friendliness_score', '4': 'comfortibility_score', '5': 'comfortibility_score', '6': 'comfortibility_score', '7': 'comfortibility_score', '8': 'comfortibility_score', '9': 'comfortibility_score', '10': 'comfortibility_score', '11': 'comfortibility_score', '12': 'comfortibility_score', '13': 'comfortibility_score', '14': 'comfortibility_score', '15': 'comfortibility_score', '16': 'comfortibility_score'}",2023-08-26 17:38:27.811,5
64e88b264b6b0cea4cd258db,5618,2.8,2.8,2.4,2.2,2.8,"{'chatty_score': 7.9300000000000015, 'safety_score': 8.03, 'punctuality_score': 3.21, 'friendliness_score': 9.290000000000001, 'comfortibility_score': 7.0200000000000005}",25,9.290000000000001,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-26 11:13:57.740,4
64e88c3b4b6b0cea4cd25e0d,6948,3.9,4.3,4.3,3.7,4.2,"{'chatty_score': 8.719999999999999, 'safety_score': 10.629999999999999, 'punctuality_score': 5.24, 'friendliness_score': 8.7, 'comfortibility_score': 7.290000000000001}",10,10.629999999999999,safety_score,2,1,{'1': 'safety_score'},2023-08-26 11:13:58.446,2
64e88ce44b6b0cea4cd2614f,7782,2.8,2.2,2.7,2.1,2.2,"{'chatty_score': 5.890000000000001, 'safety_score': 7.5, 'punctuality_score': 5.8500000000000005, 'friendliness_score': 7.9399999999999995, 'comfortibility_score': 4.57}",25,7.9399999999999995,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-26 11:14:16.783,4
64e88cba4b6b0cea4cd26081,7576,3.3,2.7,3.7,2.6,3.2,"{'chatty_score': 5.52, 'safety_score': 4.98, 'punctuality_score': 5.97, 'friendliness_score': 6.749999999999999, 'comfortibility_score': 4.380000000000001}",15,6.749999999999999,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-26 11:14:17.494,4
64e88e6b4b6b0cea4cd268d4,9707,4.3,3.7,3.4,4.1,3.3,"{'chatty_score': 5.960000000000001, 'safety_score': 3.74, 'punctuality_score': 5.33, 'friendliness_score': 6.170000000000001, 'comfortibility_score': 4.49}",15,6.170000000000001,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-26 11:14:36.111,4
64e88d5f4b6b0cea4cd263ac,8387,3.1,2.5,2.2,3.2,2.1,"{'chatty_score': 7.04, 'safety_score': 6.3, 'punctuality_score': 3.29, 'friendliness_score': 5.54, 'comfortibility_score': 5.99}",20,7.04,chatty_score,1,1,{'1': 'chatty_score'},2023-08-26 11:14:36.824,1
64e8903a4b6b0cea4cd271b6,11981,3.9,2.7,3.2,3.7,2.9,"{'chatty_score': 4.94, 'safety_score': 3.75, 'punctuality_score': 2.91, 'friendliness_score': 5.28, 'comfortibility_score': 3.62}",20,5.28,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-26 11:14:56.604,4
64e88ff14b6b0cea4cd2704d,11620,3.4,4.0,3.6,3.1,3.8,"{'chatty_score': 6.16, 'safety_score': 7.49, 'punctuality_score': 6.24, 'friendliness_score': 6.62, 'comfortibility_score': 4.3100000000000005}",15,7.49,safety_score,2,1,{'1': 'safety_score'},2023-08-26 11:14:57.311,2
64e8917d4b6b0cea4cd277ee,13573,3.6,2.8,2.5,3.2,2.9,"{'chatty_score': 5.37, 'safety_score': 3.17, 'punctuality_score': 3.92, 'friendliness_score': 6.0600000000000005, 'comfortibility_score': 3.12}",30,6.0600000000000005,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-26 11:15:16.951,4
64e8921d4b6b0cea4cd27b01,14360,3.3,2.6,2.5,2.9,3.3,"{'chatty_score': 5.620000000000001, 'safety_score': 6.43, 'punctuality_score': 4.02, 'friendliness_score': 5.15, 'comfortibility_score': 3.8199999999999994}",15,6.43,safety_score,2,1,{'1': 'safety_score'},2023-08-26 11:15:17.660,2
64e892444b6b0cea4cd27bc2,14553,4.4,2.3,3.3,4.4,2.8,"{'chatty_score': 1.01, 'safety_score': 4.6, 'punctuality_score': 3.77, 'friendliness_score': 3.3, 'comfortibility_score': 3.7700000000000005}",15,4.6,safety_score,2,1,{'1': 'safety_score'},2023-08-26 11:15:46.590,2
64e887bc4b6b0cea4cd249dc,1779,4.0,3.3,4.2,3.9,2.6,"{'chatty_score': 3.4900000000000007, 'safety_score': 7.909999999999999, 'punctuality_score': 8.899999999999999, 'friendliness_score': 8.1, 'comfortibility_score': 8.24}",30,8.899999999999999,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-26 11:15:47.288,3
64e8a284a2cae17a1e272882,114970,2.9,4.0,3.4,3.1,3.4,"{'chatty_score': 20.73, 'safety_score': 24.12, 'punctuality_score': 26.919999999999998, 'friendliness_score': 22.03, 'comfortibility_score': 23.910000000000004}",30,26.919999999999998,punctuality_score,3,6,"{'1': 'safety_score', '2': 'punctuality_score', '3': 'safety_score', '4': 'safety_score', '5': 'safety_score', '6': 'punctuality_score'}",2023-08-26 11:17:14.744,2
64e892894b6b0cea4cd27d17,14894,2.8,1.8,2.4,2.5,1.8,"{'chatty_score': 3.54, 'safety_score': 5.88, 'punctuality_score': 5.85, 'friendliness_score': 4.71, 'comfortibility_score': 6.8}",25,6.8,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-26 11:16:02.833,5
64e887be4b6b0cea4cd249e4,1787,3.7,2.9,3.4,3.1,2.4,"{'chatty_score': 7.14, 'safety_score': 4.530000000000001, 'punctuality_score': 8.280000000000001, 'friendliness_score': 4.34, 'comfortibility_score': 6.879999999999999}",25,8.280000000000001,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-26 11:16:03.568,3
64e887be4b6b0cea4cd249e5,1788,3.0,2.8,2.7,2.7,3.2,"{'chatty_score': 3.3, 'safety_score': 8.049999999999999, 'punctuality_score': 3.6799999999999997, 'friendliness_score': 3.38, 'comfortibility_score': 8.530000000000001}",10,8.530000000000001,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-26 11:16:19.015,5
64e887644b6b0cea4cd24856,1389,3.7,3.9,2.7,3.3,4.1,"{'chatty_score': 3.2199999999999998, 'safety_score': 4.22, 'punctuality_score': 3.46, 'friendliness_score': 3.14, 'comfortibility_score': 4.279999999999999}",30,4.279999999999999,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-26 11:16:19.725,5
64e88faf4b6b0cea4cd26f07,11294,3.8,3.5,3.9,3.8,3.6,"{'chatty_score': 3.6300000000000003, 'safety_score': 4.470000000000001, 'punctuality_score': 4.59, 'friendliness_score': 2.35, 'comfortibility_score': 3.33}",20,4.59,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-26 11:16:36.295,3
64e88b8e4b6b0cea4cd25abe,6101,2.8,3.7,3.3,2.4,2.8,"{'chatty_score': 2.5, 'safety_score': 5.21, 'punctuality_score': 4.98, 'friendliness_score': 2.22, 'comfortibility_score': 3.4800000000000004}",30,5.21,safety_score,2,1,{'1': 'safety_score'},2023-08-26 11:16:37.009,2
64e88ffd4b6b0cea4cd27089,11680,3.0,3.1,3.1,3.2,3.5,"{'chatty_score': 2.32, 'safety_score': 5.0, 'punctuality_score': 4.06, 'friendliness_score': 2.84, 'comfortibility_score': 7.57}",15,7.57,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-26 11:16:54.285,5
64e88c124b6b0cea4cd25d44,6747,3.8,4.1,3.6,3.7,4.4,"{'chatty_score': 3.25, 'safety_score': 3.7800000000000002, 'punctuality_score': 5.08, 'friendliness_score': 3.6100000000000003, 'comfortibility_score': 5.0600000000000005}",25,5.08,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-26 11:16:55.014,3
64e8910b4b6b0cea4cd275b8,13007,3.5,4.5,3.7,4.0,4.6,"{'chatty_score': 3.98, 'safety_score': 3.2700000000000005, 'punctuality_score': 5.5, 'friendliness_score': 4.59, 'comfortibility_score': 5.34}",10,5.5,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-26 11:17:12.001,3
64e88e0f4b6b0cea4cd2670d,9252,2.2,2.6,2.1,3.3,3.4,"{'chatty_score': 3.26, 'safety_score': 2.2199999999999998, 'punctuality_score': 4.1, 'friendliness_score': 3.0300000000000002, 'comfortibility_score': 2.82}",10,4.1,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-26 11:17:12.707,3
64e88b824b6b0cea4cd25a84,6043,2.3,2.1,2.5,3.1,2.0,"{'chatty_score': 4.43, 'safety_score': 1.79, 'punctuality_score': 4.26, 'friendliness_score': 3.8200000000000003, 'comfortibility_score': 2.74}",10,4.43,chatty_score,1,1,{'1': 'chatty_score'},2023-08-26 11:32:51.218,1
64e88e754b6b0cea4cd26906,9757,3.7,3.2,3.5,4.2,4.0,"{'chatty_score': 5.39, 'safety_score': 5.13, 'punctuality_score': 9.11, 'friendliness_score': 4.96, 'comfortibility_score': 6.53}",15,9.11,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-26 11:32:51.928,3
64e8a22fa2cae17a1e2726e5,114557,2.6,2.3,2.8,2.4,2.0,"{'chatty_score': 64.89, 'safety_score': 61.22000000000001, 'punctuality_score': 57.91000000000001, 'friendliness_score': 59.619999999999976, 'comfortibility_score': 70.54999999999998}",30,70.54999999999998,comfortibility_score,5,12,"{'1': 'friendliness_score', '2': 'comfortibility_score', '3': 'friendliness_score', '4': 'friendliness_score', '5': 'comfortibility_score', '6': 'punctuality_score', '7': 'chatty_score', '8': 'chatty_score', '9': 'chatty_score', '10': 'comfortibility_score', '11': 'comfortibility_score', '12': 'comfortibility_score'}",2023-08-26 13:01:37.342,5
64e8875a4b6b0cea4cd24829,1344,3.3,3.1,3.0,3.6,2.6,"{'chatty_score': 4.11, 'safety_score': 3.37, 'punctuality_score': 5.92, 'friendliness_score': 5.180000000000001, 'comfortibility_score': 3.5199999999999996}",20,5.92,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-26 11:33:15.195,3
64e887354b6b0cea4cd2478a,1185,2.5,2.0,1.9,1.9,1.8,"{'chatty_score': 5.280000000000001, 'safety_score': 9.72, 'punctuality_score': 8.1, 'friendliness_score': 7.62, 'comfortibility_score': 9.32}",10,9.72,safety_score,2,1,{'1': 'safety_score'},2023-08-26 11:33:15.894,2
64e888964b6b0cea4cd24d99,2736,3.8,3.4,3.7,3.8,3.8,"{'chatty_score': 5.51, 'safety_score': 3.6399999999999997, 'punctuality_score': 5.66, 'friendliness_score': 4.4, 'comfortibility_score': 5.02}",15,5.66,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-26 11:33:36.829,3
64e887434b6b0cea4cd247c7,1246,2.8,2.7,2.5,3.3,3.6,"{'chatty_score': 5.709999999999999, 'safety_score': 4.46, 'punctuality_score': 4.01, 'friendliness_score': 6.68, 'comfortibility_score': 3.9200000000000004}",25,6.68,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-26 11:33:37.559,4
64e88df14b6b0cea4cd2667b,9106,2.7,3.0,3.3,3.0,3.3,"{'chatty_score': 5.37, 'safety_score': 2.79, 'punctuality_score': 5.85, 'friendliness_score': 6.9399999999999995, 'comfortibility_score': 3.14}",20,6.9399999999999995,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-26 11:33:57.768,4
64e888d54b6b0cea4cd24eaf,3014,3.2,3.0,2.4,2.7,2.5,"{'chatty_score': 4.970000000000001, 'safety_score': 4.99, 'punctuality_score': 4.32, 'friendliness_score': 4.470000000000001, 'comfortibility_score': 4.88}",25,4.99,safety_score,2,1,{'1': 'safety_score'},2023-08-26 11:33:58.480,2
64e888f04b6b0cea4cd24f25,3132,2.9,4.0,3.5,2.4,3.9,"{'chatty_score': 3.4699999999999998, 'safety_score': 5.0200000000000005, 'punctuality_score': 3.57, 'friendliness_score': 3.45, 'comfortibility_score': 5.52}",30,5.52,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-26 11:34:20.316,5
64e887194b6b0cea4cd2470f,1062,2.9,2.3,3.3,3.4,2.8,"{'chatty_score': 4.5, 'safety_score': 4.9, 'punctuality_score': 4.24, 'friendliness_score': 4.16, 'comfortibility_score': 3.29}",20,4.9,safety_score,2,1,{'1': 'safety_score'},2023-08-26 11:34:21.017,2
64e8896b4b6b0cea4cd25141,3672,3.1,4.4,4.0,4.0,4.1,"{'chatty_score': 8.889999999999999, 'safety_score': 9.55, 'punctuality_score': 11.64, 'friendliness_score': 6.77, 'comfortibility_score': 11.120000000000001}",25,11.64,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-26 11:34:44.928,3
64e8871c4b6b0cea4cd2471d,1076,2.8,2.4,2.4,2.9,2.7,"{'chatty_score': 5.39, 'safety_score': 4.49, 'punctuality_score': 9.780000000000001, 'friendliness_score': 4.78, 'comfortibility_score': 4.63}",25,9.780000000000001,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-26 11:34:45.627,3
64e8864a4b6b0cea4cd24383,154,2.4,2.1,2.1,2.7,2.8,"{'chatty_score': 10.94, 'safety_score': 17.3, 'punctuality_score': 16.51, 'friendliness_score': 12.17, 'comfortibility_score': 14.330000000000002}",10,17.3,safety_score,2,6,"{'1': 'friendliness_score', '2': 'punctuality_score', '3': 'punctuality_score', '4': 'punctuality_score', '5': 'safety_score', '6': 'safety_score'}",2023-08-26 11:36:23.595,3
64e88c864b6b0cea4cd25f7f,7318,2.6,3.0,2.8,3.0,3.6,"{'chatty_score': 4.24, 'safety_score': 4.14, 'punctuality_score': 8.66, 'friendliness_score': 7.300000000000001, 'comfortibility_score': 3.71}",25,8.66,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-26 11:35:15.271,3
64e8a0efa2cae17a1e2720be,112982,3.9,2.6,2.4,4.1,3.6,"{'chatty_score': 19.389999999999997, 'safety_score': 21.86, 'punctuality_score': 27.64, 'friendliness_score': 18.14, 'comfortibility_score': 22.29}",20,27.64,punctuality_score,3,6,"{'1': 'safety_score', '2': 'safety_score', '3': 'comfortibility_score', '4': 'comfortibility_score', '5': 'punctuality_score', '6': 'punctuality_score'}",2023-08-26 11:36:25.838,2
64e88fe44b6b0cea4cd2700a,11553,2.7,2.9,2.7,3.1,3.3,"{'chatty_score': 1.9000000000000001, 'safety_score': 1.31, 'punctuality_score': 3.45, 'friendliness_score': 3.2899999999999996, 'comfortibility_score': 1.54}",15,3.45,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-26 11:35:29.192,3
64e8913a4b6b0cea4cd276a2,13241,2.3,2.6,2.6,2.8,2.9,"{'chatty_score': 1.46, 'safety_score': 2.6799999999999997, 'punctuality_score': 1.9800000000000002, 'friendliness_score': 3.3, 'comfortibility_score': 2.3900000000000006}",30,3.3,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-26 11:35:43.002,4
64e88e2e4b6b0cea4cd267a7,9406,2.8,4.3,3.8,2.4,4.1,"{'chatty_score': 2.29, 'safety_score': 4.24, 'punctuality_score': 3.66, 'friendliness_score': 3.1899999999999995, 'comfortibility_score': 5.0}",10,5.0,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-26 11:35:56.152,5
64e890554b6b0cea4cd27239,12112,3.5,4.4,3.4,3.9,4.3,"{'chatty_score': 2.33, 'safety_score': 3.5599999999999996, 'punctuality_score': 2.64, 'friendliness_score': 3.48, 'comfortibility_score': 3.9299999999999997}",10,3.9299999999999997,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-26 11:36:09.698,5
64e889a84b6b0cea4cd25251,3944,1.8,2.2,1.9,2.0,3.1,"{'chatty_score': 2.16, 'safety_score': 3.92, 'punctuality_score': 2.3, 'friendliness_score': 2.9699999999999998, 'comfortibility_score': 3.82}",20,3.92,safety_score,2,1,{'1': 'safety_score'},2023-08-26 11:36:24.296,2
64e8864b4b6b0cea4cd24384,155,2.0,1.9,2.6,2.3,2.3,"{'chatty_score': 21.33, 'safety_score': 14.55, 'punctuality_score': 17.63, 'friendliness_score': 18.159999999999997, 'comfortibility_score': 14.759999999999998}",30,21.33,chatty_score,1,6,"{'1': 'comfortibility_score', '2': 'chatty_score', '3': 'chatty_score', '4': 'chatty_score', '5': 'chatty_score', '6': 'chatty_score'}",2023-08-26 11:38:36.376,1
64e88de74b6b0cea4cd2664d,9060,2.8,2.8,3.0,2.8,3.6,"{'chatty_score': 3.1300000000000003, 'safety_score': 1.6400000000000001, 'punctuality_score': 2.0100000000000002, 'friendliness_score': 2.2800000000000002, 'comfortibility_score': 1.3}",25,3.1300000000000003,chatty_score,1,1,{'1': 'chatty_score'},2023-08-26 11:37:02.609,1
64e888994b6b0cea4cd24da6,2749,2.7,3.6,3.7,2.9,3.8,"{'chatty_score': 4.23, 'safety_score': 2.52, 'punctuality_score': 3.49, 'friendliness_score': 2.4, 'comfortibility_score': 2.12}",15,4.23,chatty_score,1,1,{'1': 'chatty_score'},2023-08-26 11:37:20.949,1
64e88aa94b6b0cea4cd256b9,5072,2.6,2.9,2.4,2.0,2.1,"{'chatty_score': 3.4699999999999998, 'safety_score': 3.57, 'punctuality_score': 2.92, 'friendliness_score': 2.9800000000000004, 'comfortibility_score': 3.02}",25,3.57,safety_score,2,1,{'1': 'safety_score'},2023-08-26 11:37:39.676,2
64e88d854b6b0cea4cd26466,8573,1.8,3.5,2.6,1.7,3.2,"{'chatty_score': 3.78, 'safety_score': 2.3200000000000003, 'punctuality_score': 2.35, 'friendliness_score': 2.5200000000000005, 'comfortibility_score': 1.9900000000000002}",20,3.78,chatty_score,1,1,{'1': 'chatty_score'},2023-08-26 11:37:58.356,1
64e892164b6b0cea4cd27ade,14325,1.4,1.9,1.6,1.7,1.8,"{'chatty_score': 3.6199999999999997, 'safety_score': 5.4, 'punctuality_score': 2.46, 'friendliness_score': 3.1100000000000003, 'comfortibility_score': 4.27}",15,5.4,safety_score,2,1,{'1': 'safety_score'},2023-08-26 11:38:17.591,2
64e892214b6b0cea4cd27b15,14380,2.5,2.9,2.8,3.2,3.7,"{'chatty_score': 2.4, 'safety_score': 4.79, 'punctuality_score': 3.81, 'friendliness_score': 2.5300000000000002, 'comfortibility_score': 3.92}",20,4.79,safety_score,2,1,{'1': 'safety_score'},2023-08-26 11:38:37.004,2
64e8864b4b6b0cea4cd24385,156,2.9,3.5,3.3,3.0,2.9,"{'chatty_score': 19.7, 'safety_score': 18.299999999999997, 'punctuality_score': 19.870000000000005, 'friendliness_score': 18.62, 'comfortibility_score': 17.840000000000003}",20,19.870000000000005,punctuality_score,3,6,"{'1': 'comfortibility_score', '2': 'comfortibility_score', '3': 'comfortibility_score', '4': 'chatty_score', '5': 'punctuality_score', '6': 'punctuality_score'}",2023-08-26 11:40:42.398,5
64e88a814b6b0cea4cd2560a,4897,1.9,2.9,2.2,2.3,2.3,"{'chatty_score': 1.03, 'safety_score': 1.9300000000000002, 'punctuality_score': 0.9200000000000002, 'friendliness_score': 0.7400000000000001, 'comfortibility_score': 2.79}",30,2.79,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-26 11:39:10.245,5
64e8891e4b6b0cea4cd24fef,3334,3.1,3.6,3.1,2.5,2.8,"{'chatty_score': 1.3900000000000001, 'safety_score': 2.14, 'punctuality_score': 1.5299999999999998, 'friendliness_score': 0.9500000000000001, 'comfortibility_score': 2.88}",15,2.88,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-26 11:39:10.959,5
64e89fc6a2cae17a1e271b19,111537,3.7,3.0,3.7,2.9,2.8,"{'chatty_score': 25.900000000000002, 'safety_score': 22.669999999999998, 'punctuality_score': 17.930000000000003, 'friendliness_score': 27.730000000000004, 'comfortibility_score': 26.87}",10,27.730000000000004,friendliness_score,4,6,"{'1': 'comfortibility_score', '2': 'comfortibility_score', '3': 'comfortibility_score', '4': 'comfortibility_score', '5': 'friendliness_score', '6': 'friendliness_score'}",2023-08-26 11:40:45.859,5
64e88d3b4b6b0cea4cd262fe,8213,1.9,3.5,2.3,2.4,2.9,"{'chatty_score': 3.3, 'safety_score': 6.26, 'punctuality_score': 3.8899999999999997, 'friendliness_score': 4.05, 'comfortibility_score': 5.88}",20,6.26,safety_score,2,1,{'1': 'safety_score'},2023-08-26 11:39:28.398,2
64e88a344b6b0cea4cd254b7,4558,3.3,3.4,3.9,3.4,3.5,"{'chatty_score': 3.3800000000000003, 'safety_score': 1.73, 'punctuality_score': 3.52, 'friendliness_score': 3.8000000000000003, 'comfortibility_score': 2.52}",15,3.8000000000000003,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-26 11:39:29.102,4
64e88d8c4b6b0cea4cd2648c,8611,2.7,3.1,2.3,2.8,2.3,"{'chatty_score': 6.68, 'safety_score': 5.0, 'punctuality_score': 6.52, 'friendliness_score': 5.49, 'comfortibility_score': 5.45}",30,6.68,chatty_score,1,1,{'1': 'chatty_score'},2023-08-26 11:39:46.027,1
64e88a6c4b6b0cea4cd255ac,4803,3.1,4.0,4.2,3.5,3.4,"{'chatty_score': 4.29, 'safety_score': 2.04, 'punctuality_score': 3.2600000000000002, 'friendliness_score': 2.88, 'comfortibility_score': 3.2199999999999998}",30,4.29,chatty_score,1,1,{'1': 'chatty_score'},2023-08-26 11:39:46.729,1
64e892584b6b0cea4cd27c22,14649,2.7,3.1,2.6,3.1,2.9,"{'chatty_score': 2.08, 'safety_score': 2.21, 'punctuality_score': 2.9, 'friendliness_score': 2.98, 'comfortibility_score': 3.3}",30,3.3,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-26 11:40:04.282,5
64e88b704b6b0cea4cd25a2a,5953,2.9,3.9,3.1,3.2,3.6,"{'chatty_score': 5.720000000000001, 'safety_score': 2.9200000000000004, 'punctuality_score': 5.32, 'friendliness_score': 6.45, 'comfortibility_score': 3.29}",20,6.45,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-26 11:40:04.990,4
64e88d594b6b0cea4cd26390,8359,3.5,3.8,4.2,3.0,3.9,"{'chatty_score': 3.4800000000000004, 'safety_score': 3.8, 'punctuality_score': 6.0600000000000005, 'friendliness_score': 5.04, 'comfortibility_score': 3.99}",15,6.0600000000000005,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-26 11:40:22.966,3
64e888ac4b6b0cea4cd24dfa,2833,3.0,3.7,2.7,2.7,3.9,"{'chatty_score': 4.970000000000001, 'safety_score': 3.52, 'punctuality_score': 2.5699999999999994, 'friendliness_score': 10.11, 'comfortibility_score': 8.92}",30,10.11,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-26 11:40:23.723,4
64e889404b6b0cea4cd25086,3485,3.7,2.8,3.9,2.9,3.3,"{'chatty_score': 4.98, 'safety_score': 5.51, 'punctuality_score': 4.5200000000000005, 'friendliness_score': 4.99, 'comfortibility_score': 4.7}",10,5.51,safety_score,2,1,{'1': 'safety_score'},2023-08-26 11:40:43.140,2
64e887654b6b0cea4cd2485c,1395,2.3,3.4,2.9,2.4,3.2,"{'chatty_score': 7.65, 'safety_score': 3.7, 'punctuality_score': 5.24, 'friendliness_score': 6.290000000000001, 'comfortibility_score': 4.58}",20,7.65,chatty_score,1,1,{'1': 'chatty_score'},2023-08-26 11:40:43.849,1
64e888104b6b0cea4cd24b4d,2148,3.5,2.5,3.2,2.6,2.2,"{'chatty_score': 2.3200000000000003, 'safety_score': 1.9800000000000002, 'punctuality_score': 1.6, 'friendliness_score': 2.46, 'comfortibility_score': 0.8400000000000001}",30,2.46,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-26 11:41:25.840,4
64e8a1a9a2cae17a1e272452,113898,1.4,1.8,1.5,1.8,2.4,"{'chatty_score': 46.870000000000005, 'safety_score': 42.66, 'punctuality_score': 43.440000000000005, 'friendliness_score': 41.71000000000001, 'comfortibility_score': 45.0}",20,46.870000000000005,chatty_score,1,16,"{'1': 'chatty_score', '2': 'safety_score', '3': 'safety_score', '4': 'safety_score', '5': 'comfortibility_score', '6': 'comfortibility_score', '7': 'comfortibility_score', '8': 'comfortibility_score', '9': 'comfortibility_score', '10': 'comfortibility_score', '11': 'comfortibility_score', '12': 'chatty_score', '13': 'chatty_score', '14': 'chatty_score', '15': 'chatty_score', '16': 'chatty_score'}",2023-08-26 19:09:49.577,5
64e88cb64b6b0cea4cd2606c,7555,4.0,3.3,3.8,3.2,2.7,"{'chatty_score': 2.9099999999999997, 'safety_score': 2.57, 'punctuality_score': 1.3599999999999999, 'friendliness_score': 4.23, 'comfortibility_score': 2.57}",10,4.23,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-26 11:41:40.864,4
64e88d274b6b0cea4cd2629a,8113,3.2,2.5,2.2,3.2,2.6,"{'chatty_score': 4.16, 'safety_score': 3.5200000000000005, 'punctuality_score': 2.6000000000000005, 'friendliness_score': 5.039999999999999, 'comfortibility_score': 2.5900000000000003}",20,5.039999999999999,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-26 11:41:56.633,4
64e88ec14b6b0cea4cd26a7e,10133,2.8,2.2,2.8,2.5,2.4,"{'chatty_score': 4.55, 'safety_score': 2.6500000000000004, 'punctuality_score': 2.6599999999999997, 'friendliness_score': 4.18, 'comfortibility_score': 2.02}",25,4.55,chatty_score,1,1,{'1': 'chatty_score'},2023-08-26 11:42:11.485,1
64e88f044b6b0cea4cd26bc2,10457,4.1,3.5,2.8,4.0,3.2,"{'chatty_score': 1.97, 'safety_score': 4.5600000000000005, 'punctuality_score': 2.74, 'friendliness_score': 2.07, 'comfortibility_score': 4.58}",10,4.58,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-26 11:42:26.085,5
64e88fbb4b6b0cea4cd26f41,11352,4.3,3.1,4.1,4.1,3.0,"{'chatty_score': 1.34, 'safety_score': 3.34, 'punctuality_score': 1.29, 'friendliness_score': 2.24, 'comfortibility_score': 2.85}",10,3.34,safety_score,2,1,{'1': 'safety_score'},2023-08-26 11:42:40.793,2
64e889ef4b6b0cea4cd25388,4255,2.9,3.1,2.6,3.3,2.8,"{'chatty_score': 2.8499999999999996, 'safety_score': 5.32, 'punctuality_score': 2.7300000000000004, 'friendliness_score': 3.0, 'comfortibility_score': 4.87}",15,5.32,safety_score,2,1,{'1': 'safety_score'},2023-08-26 11:43:20.327,2
64e88a4a4b6b0cea4cd25519,4656,3.7,2.2,3.3,3.2,2.1,"{'chatty_score': 1.6600000000000001, 'safety_score': 5.07, 'punctuality_score': 3.01, 'friendliness_score': 1.7600000000000002, 'comfortibility_score': 3.5700000000000003}",30,5.07,safety_score,2,1,{'1': 'safety_score'},2023-08-26 11:43:21.040,2
